%yyyy doy SNR
2010 335 44.66 
2010 336 44.59 
2010 337 44.65 
2010 338 44.69 
2010 339 44.76 
2010 340 44.70 
2010 341 44.58 
2010 342 44.68 
2010 343 44.53 
2010 344 44.69 
2010 345 44.73 
2010 346 44.80 
2010 347 44.59 
2010 348 44.51 
2010 349 44.56 
2010 350 44.79 
2010 351 44.87 
2010 352 44.82 
2010 354 44.62 
2010 355 44.82 
2010 356 44.81 
2010 359 44.82 
2010 360 44.71 
2010 361 44.75 
2010 362 44.76 
2010 363 44.74 
2010 364 44.89 
2010 365 45.05 
2011   1 45.01 
2011   2 44.85 
2011   3 44.79 
2011   4 44.81 
2011   5 44.72 
2011   6 44.69 
2011   7 44.59 
2011   8 44.75 
2011   9 44.79 
2011  10 44.70 
2011  11 44.85 
2011  12 44.84 
2011  13 44.64 
2011  14 44.68 
2011  15 44.74 
2011  16 44.76 
2011  17 44.67 
2011  18 44.74 
2011  19 44.75 
2011  20 44.90 
2011  21 44.77 
2011  22 44.74 
2011  23 44.84 
2011  24 44.77 
2011  25 44.80 
2011  26 44.71 
2011  27 44.66 
2011  28 44.60 
2011  29 44.68 
2011  30 44.79 
2011  31 44.94 
2011  32 44.98 
2011  33 44.88 
2011  34 44.90 
2011  35 44.85 
2011  36 44.74 
2011  37 44.84 
2011  38 44.85 
2011  39 44.91 
2011  40 44.85 
2011  41 44.77 
2011  42 44.75 
2011  43 44.57 
2011  44 44.53 
2011  45 44.67 
2011  46 44.56 
2011  47 44.54 
2011  48 44.64 
2011  49 44.71 
2011  50 44.69 
2011  51 44.65 
2011  52 44.81 
2011  53 44.71 
2011  54 44.65 
2011  55 44.68 
2011  56 44.91 
2011  57 44.83 
2011  58 44.67 
2011  59 44.68 
2011  60 44.51 
2011  61 44.63 
2011  62 44.65 
2011  63 44.46 
2011  64 44.57 
2011  65 44.54 
2011  66 44.81 
2011  67 44.89 
2011  68 44.70 
2011  69 44.45 
2011  70 44.52 
2011  71 44.62 
2011  72 44.67 
2011  73 44.62 
2011  74 44.65 
2011  75 44.54 
2011  76 44.53 
2011  77 44.63 
2011  78 44.54 
2011  79 44.58 
2011  80 44.55 
2011  81 44.58 
2011  82 44.65 
2011  83 44.76 
2011  84 44.63 
2011  85 44.56 
2011  86 44.60 
2011  87 44.56 
2011  88 44.49 
2011  89 44.62 
2011  90 44.59 
2011  91 44.42 
2011  92 44.46 
2011  93 44.51 
2011  94 44.65 
2011  95 44.51 
2011  96 44.62 
2011  97 44.41 
2011  98 44.31 
2011  99 44.24 
2011 100 44.49 
2011 101 44.43 
2011 102 43.98 
2011 103 44.62 
2011 104 44.45 
2011 105 44.52 
2011 106 44.28 
2011 107 44.40 
2011 108 44.48 
2011 109 44.42 
2011 110 44.47 
2011 111 44.18 
2011 112 44.36 
2011 113 44.47 
2011 114 44.15 
2011 115 44.47 
2011 116 44.57 
2011 117 44.57 
2011 118 44.37 
2011 119 44.58 
2011 120 44.68 
2011 121 44.66 
2011 122 44.54 
2011 123 44.55 
2011 124 44.59 
2011 125 44.44 
2011 126 44.51 
2011 127 44.33 
2011 128 44.30 
2011 129 44.30 
2011 130 44.41 
2011 131 44.28 
2011 132 44.66 
2011 133 44.54 
2011 134 44.41 
2011 135 44.58 
2011 136 44.52 
2011 137 44.54 
2011 138 44.50 
2011 139 44.56 
2011 140 44.52 
2011 141 44.42 
2011 142 44.37 
2011 143 44.41 
2011 144 44.38 
2011 145 44.44 
2011 146 44.32 
2011 147 44.36 
2011 148 44.43 
2011 149 44.40 
2011 150 44.34 
2011 151 44.31 
2011 152 44.31 
2011 153 44.26 
2011 154 44.19 
2011 155 44.31 
2011 156 44.17 
2011 157 44.14 
2011 158 44.07 
2011 159 44.27 
2011 160 44.47 
2011 161 44.28 
2011 162 44.27 
2011 163 44.21 
2011 164 44.13 
2011 165 44.30 
2011 166 44.19 
2011 167 44.12 
2011 168 44.28 
2011 169 44.29 
2011 170 44.30 
2011 171 44.38 
2011 172 44.30 
2011 173 44.20 
2011 174 44.12 
2011 175 44.14 
2011 176 44.12 
2011 177 44.13 
2011 178 44.22 
2011 179 44.16 
2011 180 44.00 
2011 181 44.15 
2011 182 44.17 
2011 183 44.20 
2011 184 44.11 
2011 185 43.96 
2011 186 44.09 
2011 187 44.14 
2011 188 44.12 
2011 189 44.15 
2011 190 44.01 
2011 191 44.18 
2011 192 44.10 
2011 193 44.24 
2011 194 44.13 
2011 195 44.15 
2011 196 44.01 
2011 198 44.05 
2011 199 43.96 
2011 200 43.98 
2011 201 44.08 
2011 202 44.06 
2011 203 43.99 
2011 204 43.98 
2011 205 44.06 
2011 206 44.00 
2011 207 44.03 
2011 208 44.04 
2011 209 44.04 
2011 210 44.01 
2011 211 43.99 
2011 212 43.95 
2011 213 43.94 
2011 214 44.06 
2011 215 43.99 
2011 216 43.97 
2011 217 44.11 
2011 218 43.99 
2011 219 44.12 
2011 220 44.06 
2011 221 44.17 
2011 222 44.22 
2011 223 44.17 
2011 224 44.09 
2011 225 44.22 
2011 226 44.18 
2011 227 44.18 
2011 228 44.15 
2011 229 44.23 
2011 230 44.00 
2011 231 44.11 
2011 232 44.28 
2011 233 44.16 
2011 234 44.12 
2011 235 44.01 
2011 236 44.15 
2011 237 44.08 
2011 238 44.09 
2011 239 44.12 
2011 240 44.08 
2011 241 44.18 
2011 242 44.06 
2011 243 44.16 
2011 244 44.11 
2011 245 44.23 
2011 246 44.29 
2011 247 44.35 
2011 248 44.30 
2011 249 44.30 
2011 250 44.48 
2011 251 44.33 
2011 252 44.29 
2011 253 44.32 
2011 254 44.28 
2011 255 44.19 
2011 256 44.32 
2011 257 44.48 
2011 258 44.44 
2011 259 44.28 
2011 260 44.35 
2011 261 44.30 
2011 262 44.28 
2011 263 44.36 
2011 264 44.44 
2011 265 44.34 
2011 266 44.27 
2011 267 44.12 
2011 268 44.20 
2011 269 44.17 
2011 270 44.24 
2011 271 44.16 
2011 272 44.34 
2011 273 44.42 
2011 274 44.33 
2011 275 44.29 
2011 276 44.33 
2011 277 44.35 
2011 278 44.42 
2011 279 44.49 
2011 280 44.57 
2011 281 44.59 
2011 282 44.56 
2011 283 44.47 
2011 284 44.44 
2011 285 44.46 
2011 286 44.49 
2011 287 44.51 
2011 288 44.44 
2011 289 44.43 
2011 290 44.63 
2011 291 44.61 
2011 292 44.50 
2011 293 44.48 
2011 294 44.47 
2011 295 44.48 
2011 296 44.50 
2011 297 44.45 
2011 298 44.53 
2011 299 44.66 
2011 300 44.68 
2011 301 44.62 
2011 302 44.59 
2011 303 44.54 
2011 304 44.43 
2011 305 44.64 
2011 306 44.56 
2011 307 44.59 
2011 308 44.64 
2011 309 44.61 
2011 310 44.59 
2011 311 44.70 
2011 312 44.65 
2011 313 44.66 
2011 314 44.13 
2011 315 44.56 
2011 316 44.61 
2011 317 44.62 
2011 318 44.65 
2011 319 44.62 
2011 320 44.75 
2011 321 44.80 
2011 322 44.56 
2011 323 44.69 
2011 324 44.77 
2011 325 44.80 
2011 326 44.62 
2011 327 44.57 
2011 328 44.63 
2011 329 44.75 
2011 330 44.79 
2011 331 44.84 
2011 332 44.77 
2011 333 44.76 
2011 334 44.75 
2011 335 44.82 
2011 336 44.84 
2011 337 44.81 
2011 338 44.94 
2011 339 44.84 
2011 340 44.80 
2011 341 44.68 
2011 342 44.72 
2011 343 44.73 
2011 344 44.64 
2011 345 44.66 
2011 346 44.68 
2011 347 44.68 
2011 348 44.71 
2011 349 44.55 
2011 350 44.73 
2011 351 44.68 
2011 352 44.68 
2011 353 44.60 
2011 354 44.70 
2011 355 44.72 
2011 356 44.76 
2011 357 44.76 
2011 358 44.66 
2011 359 44.65 
2011 360 44.68 
2011 361 44.71 
2011 362 44.62 
2011 363 44.60 
2011 364 44.62 
2011 365 44.61 
2012   1 44.79 
2012   2 44.73 
2012   3 44.62 
2012   4 44.64 
2012   5 44.48 
2012   6 44.57 
2012   7 44.78 
2012   8 44.70 
2012   9 44.70 
2012  10 44.59 
2012  11 44.66 
2012  12 44.79 
2012  13 44.69 
2012  14 44.62 
2012  15 44.59 
2012  16 44.67 
2012  17 44.78 
2012  18 44.74 
2012  19 44.53 
2012  20 44.54 
2012  21 44.65 
2012  22 44.56 
2012  23 44.66 
2012  24 44.71 
2012  25 44.71 
2012  26 44.54 
2012  27 44.61 
2012  28 44.78 
2012  29 44.57 
2012  30 44.56 
2012  31 44.57 
2012  32 44.54 
2012  33 44.65 
2012  34 44.68 
2012  35 44.53 
2012  36 44.57 
2012  37 44.64 
2012  38 44.61 
2012  39 44.68 
2012  40 44.57 
2012  41 44.56 
2012  42 44.65 
2012  43 44.71 
2012  44 44.60 
2012  45 44.50 
2012  46 44.60 
2012  47 44.61 
2012  48 44.48 
2012  49 44.51 
2012  50 44.58 
2012  51 44.58 
2012  52 44.55 
2012  53 44.52 
2012  54 44.49 
2012  55 44.58 
2012  56 44.52 
2012  57 46.57 
2012  58 46.62 
2012  59 46.55 
2012  60 46.56 
2012  61 46.54 
2012  62 46.62 
2012  63 46.61 
2012  64 44.46 
2012  65 44.39 
2012  66 44.33 
2012  67 44.56 
2012  68 44.50 
2012  69 44.41 
2012  70 44.32 
2012  71 44.38 
2012  72 44.30 
2012  73 44.31 
2012  74 44.25 
2012  75 44.26 
2012  76 44.30 
2012  77 44.27 
2012  78 44.31 
2012  79 44.46 
2012  80 44.48 
2012  81 44.36 
2012  82 44.26 
2012  83 44.17 
2012  84 44.22 
2012  85 44.25 
2012  86 44.34 
2012  87 44.23 
2012  88 44.27 
2012  89 44.25 
2012  90 44.28 
2012  91 44.15 
2012  92 44.18 
2012  93 44.51 
2012  94 44.42 
2012  95 44.35 
2012  96 44.27 
2012  97 44.27 
2012  98 44.37 
2012  99 44.27 
2012 100 44.30 
2012 101 44.20 
2012 102 44.29 
2012 103 44.12 
2012 104 44.35 
2012 105 44.36 
2012 106 44.32 
2012 107 44.39 
2012 108 44.09 
2012 109 44.20 
2012 110 44.32 
2012 111 44.23 
2012 112 44.13 
2012 113 44.16 
2012 114 44.13 
2012 115 44.09 
2012 116 44.31 
2012 117 44.17 
2012 118 44.28 
2012 119 44.32 
2012 120 44.34 
2012 121 44.19 
2012 122 44.23 
2012 123 44.26 
2012 124 44.19 
2012 125 44.04 
2012 126 44.04 
2012 127 44.32 
2012 128 44.37 
2012 129 44.23 
2012 130 44.21 
2012 131 44.12 
2012 132 44.33 
2012 133 44.45 
2012 134 44.30 
2012 135 44.06 
2012 136 44.11 
2012 137 44.22 
2012 138 44.09 
2012 139 44.12 
2012 140 44.42 
2012 141 44.18 
2012 142 44.08 
2012 143 44.09 
2012 144 44.26 
2012 145 44.32 
2012 146 44.18 
2012 147 44.21 
2012 148 44.10 
2012 149 44.21 
2012 150 44.24 
2012 151 44.14 
2012 152 44.20 
2012 153 44.18 
2012 154 44.24 
2012 155 44.03 
2012 156 44.08 
2012 157 44.12 
2012 158 44.16 
2012 159 44.15 
2012 160 44.06 
2012 161 44.00 
2012 162 44.17 
2012 163 44.23 
2012 164 44.22 
2012 165 44.15 
2012 166 44.05 
2012 167 44.25 
2012 168 44.20 
2012 169 44.04 
2012 172 44.26 
2012 173 44.18 
2012 174 44.16 
2012 177 44.03 
2012 178 44.01 
2012 179 44.01 
2012 180 44.06 
2012 181 44.10 
2012 182 43.99 
2012 184 44.04 
2012 185 44.04 
2012 186 44.02 
2012 187 44.05 
2012 188 44.13 
2012 189 44.18 
2012 190 44.30 
2012 191 44.22 
2012 192 44.07 
2012 193 44.08 
2012 194 44.10 
2012 195 44.03 
2012 196 44.04 
2012 197 44.10 
2012 198 44.18 
2012 199 44.10 
2012 200 44.11 
2012 201 44.09 
2012 202 44.01 
2012 204 44.10 
2012 205 44.12 
2012 206 44.11 
2012 207 44.16 
2012 208 44.21 
2012 209 44.02 
2012 210 44.11 
2012 211 44.20 
2012 212 44.20 
2012 213 44.16 
2012 214 44.09 
2012 215 44.10 
2012 216 44.12 
2012 217 44.26 
2012 218 44.23 
2012 219 44.08 
2012 220 44.15 
2012 221 44.11 
2012 222 44.17 
2012 223 44.15 
2012 224 44.19 
2012 225 44.21 
2012 226 44.26 
2012 227 44.24 
2012 228 44.10 
2012 229 44.35 
2012 230 44.29 
2012 231 44.24 
2012 232 44.25 
2012 233 44.29 
2012 234 44.22 
2012 235 44.14 
2012 236 44.17 
2012 237 44.24 
2012 238 44.24 
2012 239 44.20 
2012 240 44.11 
2012 241 44.10 
2012 242 44.15 
2012 243 44.08 
2012 244 44.19 
2012 245 44.22 
2012 246 44.10 
2012 247 44.22 
2012 248 44.16 
2012 249 44.19 
2012 250 44.20 
2012 251 44.32 
2012 252 44.31 
2012 253 44.28 
2012 254 44.09 
2012 255 44.12 
2012 256 44.33 
2012 257 44.26 
2012 258 44.34 
2012 259 44.24 
2012 260 44.11 
2012 261 44.35 
2012 262 44.36 
2012 263 44.19 
2012 264 44.26 
2012 265 44.32 
2012 266 44.34 
2012 267 44.28 
2012 268 44.18 
2012 269 44.35 
2012 270 44.39 
2012 271 44.37 
2012 272 44.27 
2012 273 44.30 
2012 274 44.30 
2012 275 44.36 
2012 276 44.26 
2012 277 44.19 
2012 278 44.53 
2012 279 44.54 
2012 280 44.51 
2012 281 44.54 
2012 282 44.42 
2012 283 44.39 
2012 284 44.38 
2012 285 44.35 
2012 286 44.39 
2012 287 44.40 
2012 288 44.29 
2012 289 44.24 
2012 290 44.18 
2012 291 44.29 
2012 292 44.37 
2012 293 44.33 
2012 294 44.23 
2012 295 44.30 
2012 296 44.34 
2012 297 44.34 
2012 298 44.48 
2012 299 44.45 
2012 300 44.47 
2012 301 44.54 
2012 302 44.53 
2012 303 44.40 
2012 304 44.35 
2012 305 44.37 
2012 306 44.40 
2012 307 44.47 
2012 308 44.52 
2012 309 44.51 
2012 310 44.43 
2012 311 44.38 
2012 312 44.42 
2012 313 44.48 
2012 314 44.49 
2012 315 44.52 
2012 316 44.66 
2012 317 44.59 
2012 318 44.40 
2012 319 44.58 
2012 320 44.54 
2012 321 44.52 
2012 322 44.42 
2012 323 44.46 
2012 324 44.52 
2012 325 44.43 
2012 326 44.42 
2012 327 44.51 
2012 328 44.59 
2012 329 44.60 
2012 330 44.44 
2012 331 44.59 
2012 332 44.66 
2012 333 44.50 
2012 334 44.41 
2012 335 44.43 
2012 336 44.43 
2012 337 44.32 
2012 338 44.45 
2012 339 44.56 
2012 340 44.32 
2012 341 44.43 
2012 342 44.53 
2012 343 44.53 
2012 344 44.58 
2012 345 44.70 
2012 346 44.58 
2012 347 44.43 
2012 348 44.53 
2012 349 44.63 
2012 350 44.55 
2012 351 44.56 
2012 352 44.56 
2012 353 44.55 
2012 354 44.62 
2012 355 44.63 
2012 356 44.52 
2012 357 44.40 
2012 358 44.50 
2012 359 44.64 
2012 360 44.59 
2012 361 44.65 
2012 362 44.73 
2012 363 44.68 
2012 364 44.54 
2012 365 44.54 
2012 366 44.66 
2013   1 44.62 
2013   2 44.53 
2013   3 44.60 
2013   4 44.54 
2013   5 44.49 
2013   6 44.54 
2013   7 44.48 
2013   8 44.45 
2013   9 44.52 
2013  10 44.56 
2013  11 44.52 
2013  12 44.79 
2013  13 44.82 
2013  14 44.79 
2013  15 44.65 
2013  16 44.53 
2013  17 44.57 
2013  18 44.45 
2013  19 44.48 
2013  20 44.58 
2013  21 44.67 
2013  22 44.50 
2013  23 44.57 
2013  24 44.52 
2013  25 44.49 
2013  26 44.54 
2013  27 44.52 
2013  28 44.49 
2013  29 44.57 
2013  30 44.72 
2013  31 44.51 
2013  32 44.58 
2013  33 44.56 
2013  34 44.55 
2013  35 44.46 
2013  36 44.47 
2013  37 44.52 
2013  38 44.45 
2013  39 44.53 
2013  40 44.57 
2013  41 44.62 
2013  42 44.66 
2013  43 44.63 
2013  44 44.48 
2013  45 44.53 
2013  46 44.61 
2013  47 44.50 
2013  48 44.43 
2013  49 44.51 
2013  50 44.60 
2013  51 44.30 
2013  52 44.56 
2013  53 44.61 
2013  54 44.54 
2013  55 44.60 
2013  56 44.57 
2013  57 44.58 
2013  58 44.48 
2013  59 44.51 
2013  60 44.48 
2013  61 44.32 
2013  62 44.33 
2013  63 44.51 
2013  64 44.52 
2013  65 44.40 
2013  66 44.32 
2013  67 44.42 
2013  68 44.45 
2013  69 44.39 
2013  70 44.37 
2013  71 44.39 
2013  72 44.31 
2013  73 44.25 
2013  74 44.18 
2013  75 44.41 
2013  76 44.44 
2013  77 44.47 
2013  78 44.44 
2013  79 44.51 
2013  80 44.44 
2013  81 44.55 
2013  82 44.57 
2013  83 44.53 
2013  84 44.53 
2013  85 44.42 
2013  86 44.39 
2013  87 44.38 
2013  88 44.37 
2013  89 44.36 
2013  90 44.33 
2013  91 44.44 
2013  92 44.44 
2013  93 44.20 
2013  94 44.31 
2013  95 44.23 
2013  96 44.33 
2013  97 44.33 
2013  98 44.38 
2013  99 44.54 
2013 100 44.56 
2013 101 44.46 
2013 102 44.35 
2013 103 44.41 
2013 104 44.41 
2013 105 44.50 
2013 106 44.63 
2013 107 44.50 
2013 108 44.48 
2013 109 44.37 
2013 110 44.38 
2013 111 44.38 
2013 112 44.51 
2013 113 44.46 
2013 114 44.44 
2013 115 44.35 
2013 116 44.33 
2013 117 44.32 
2013 118 44.19 
2013 119 44.19 
2013 120 44.33 
2013 121 44.43 
2013 122 44.38 
2013 123 44.41 
2013 124 44.42 
2013 125 44.42 
2013 126 44.39 
2013 127 44.35 
2013 128 44.48 
2013 129 44.42 
2013 130 44.41 
2013 131 44.33 
2013 132 44.20 
2013 133 44.10 
2013 134 44.15 
2013 135 44.18 
2013 136 44.25 
2013 137 44.21 
2013 138 44.20 
2013 139 44.34 
2013 140 44.45 
2013 141 44.39 
2013 142 44.29 
2013 143 44.35 
2013 144 44.36 
