% YYYY MM DD, North, East Vert, sigmas, all in mm
2008 02 09 -6.51  -58.64  7.19  1.55  1.36  6.03
2008 02 10 -6.25  -59.26  1.13  1.53  1.35  5.98
2008 02 11 -5.8  -58.02  4.97  1.57  1.39  6.15
2008 02 12 -6.32  -57.91  5.91  1.56  1.38  6.1
2008 02 13 -6.07  -57.02  11.78  1.58  1.4  6.22
2008 02 14 -5.83  -57.79  8.96  1.64  1.46  6.44
2008 02 15 -5.64  -58  6.6  1.48  1.31  5.73
2008 02 16 -5.07  -57.57  8.98  1.63  1.43  6.29
2008 02 17 -5.22  -58.17  10.29  1.57  1.38  6.13
2008 02 18 -5.43  -57.99  7.29  1.54  1.36  6.02
2008 02 19 -5.58  -57.86  7.75  1.53  1.35  6.01
2008 02 20 -5.42  -58.52  4.09  1.54  1.35  6
2008 02 21 -5.53  -58.34  5.08  1.55  1.37  6.01
2008 02 22 -5.26  -57.38  6.26  1.57  1.37  6.09
2008 02 23 -5.92  -57.93  8.51  1.58  1.39  6.14
2008 02 24 -5.7  -57.8  11.61  1.71  1.49  6.68
2008 02 25 -6.27  -58.62  12.79  1.7  1.49  6.66
2008 02 26 -5.29  -57.73  1.7  1.75  1.52  6.77
2008 02 27 -5.71  -58  4.34  1.8  1.56  6.98
2008 02 28 -5.28  -57.27  3.85  1.81  1.57  7.01
2008 02 29 -5.88  -57.73  5.04  1.76  1.53  6.8
2008 03 01 -6.51  -55.73  4.27  1.7  1.48  6.7
2008 03 02 -5.77  -57.93  13.95  1.56  1.36  6.07
2008 03 03 -6.43  -57.27  6.96  1.48  1.28  5.71
2008 03 04 -6.54  -57.5  10.04  1.57  1.4  6.16
2008 03 05 -6.26  -58.03  5.28  1.54  1.35  5.96
2008 03 06 -6.38  -58.17  -0.55  1.56  1.38  6.12
2008 03 07 -6.26  -58.64  3.03  1.58  1.39  6.21
2008 03 08 -6.72  -58.83  3.02  1.6  1.41  6.31
2008 03 09 -6.38  -57.64  7.12  1.65  1.44  6.5
2008 03 10 -6.72  -58.97  2.27  1.68  1.49  6.62
2008 03 11 -6.41  -58.67  8.46  1.78  1.58  7.05
2008 03 12 -5.52  -58.62  5.01  1.71  1.51  6.82
2008 03 13 -5.3  -58.46  12.97  1.75  1.54  6.96
2008 03 14 -5.4  -57.27  12.91  1.8  1.58  7.17
2008 03 15 -4.71  -57.44  14.2  1.82  1.6  7.19
2008 03 16 -5.5  -58.72  13.76  1.85  1.62  7.26
2008 03 17 -5.05  -60.14  13.91  1.5  1.33  5.91
2008 03 18 -5.56  -58.9  3.16  1.6  1.45  6.41
2008 03 19 -4.6  -60.18  11.87  1.84  1.63  7.27
2008 03 20 -5.69  -59.33  9.91  1.81  1.6  7.17
2008 03 21 -4.65  -58.97  6.59  1.79  1.58  7.13
2008 03 22 -3.95  -59.87  5.61  1.77  1.57  6.98
2008 03 23 -5.66  -58.29  0.16  1.73  1.56  6.88
2008 03 24 -5.41  -56.68  1.08  1.71  1.53  6.76
2008 03 25 -5.21  -57.13  8.58  1.72  1.54  6.77
2008 03 26 -5.76  -56.79  5.66  1.8  1.6  7.01
2008 03 27 -6.81  -57.66  13.39  1.82  1.62  7.07
2008 03 28 -5.97  -55.71  11  1.81  1.61  6.94
2008 03 29 -6.61  -56.02  18.15  1.72  1.53  6.74
2008 03 30 -6.42  -54.38  16.19  1.75  1.55  6.86
2008 03 31 -8.12  -56.82  15.4  1.73  1.54  6.78
2008 04 01 -5.62  -58.3  7.01  1.71  1.53  6.58
2008 04 02 -6.06  -57.02  11.09  1.7  1.51  6.65
2008 04 03 -5.49  -57.44  8.2  1.64  1.44  6.32
2008 04 04 -6.41  -57.49  8.23  1.6  1.4  6.17
2008 04 05 -7.61  -57.05  9.1  1.62  1.42  6.29
2008 04 06 -6.64  -57.23  11.04  1.65  1.45  6.42
2008 04 07 -7.26  -56.88  15.31  1.62  1.42  6.24
2008 04 08 -6.13  -56.04  9.9  1.61  1.42  6.21
2008 04 09 -6.43  -57.32  10.74  1.58  1.38  6.08
2008 04 10 -6.22  -56.44  10.48  1.52  1.34  5.79
2008 04 11 -5.99  -57.47  7.08  1.52  1.33  5.77
2008 04 12 -5.82  -57.72  3.02  1.55  1.36  5.89
2008 04 13 -6.05  -57.86  -0.58  1.7  1.47  6.49
2008 04 14 -6.05  -56.77  1.72  1.69  1.46  6.38
2008 04 15 -7.17  -57.5  9.03  1.8  1.56  6.81
2008 04 16 -5.65  -58.6  9.84  1.68  1.48  6.47
2008 04 17 -6.38  -58.4  8.47  1.63  1.41  6.15
2008 04 18 -6.41  -56.95  10.61  1.62  1.41  6.13
2008 04 19 -5.57  -56.14  15.46  1.68  1.45  6.4
2008 04 20 -6.9  -57.7  14.22  1.76  1.5  6.62
2008 04 21 -6.57  -57.74  11.02  1.66  1.44  6.31
2008 04 22 -5.07  -56.21  10.02  1.58  1.36  5.91
2008 04 23 -5.86  -56.02  8.34  1.58  1.37  5.96
2008 04 24 -7.31  -57.94  10.14  1.7  1.46  6.44
2008 04 25 -5.52  -56.86  6.8  1.52  1.31  5.67
2008 04 26 -5.93  -56.93  1.96  1.54  1.33  5.68
2008 04 27 -5.9  -56.84  -0.27  1.5  1.28  5.48
2008 04 28 -6.18  -56.14  1.93  1.5  1.27  5.46
2008 04 29 -5.51  -56.83  3.97  1.55  1.29  5.67
2008 04 30 -6.93  -56.84  9.72  1.58  1.35  5.97
2008 05 01 -6.98  -57.69  4.7  1.52  1.31  5.67
2008 05 02 -6.16  -57.93  7.35  1.48  1.27  5.52
2008 05 03 -5.33  -57.83  9.89  1.48  1.27  5.52
2008 05 04 -5.23  -56.04  8.08  1.46  1.25  5.45
2008 05 05 -5.93  -57.87  7.03  1.47  1.26  5.53
2008 05 06 -6.23  -56.29  6.96  1.53  1.33  5.8
2008 05 07 -7.12  -57.15  12.7  1.57  1.35  5.92
2008 05 08 -7.09  -57.19  13.11  1.72  1.47  6.55
2008 05 09 -5.29  -59.29  15.17  1.62  1.38  6.01
2008 05 10 -5.95  -58.14  7.36  1.61  1.37  5.99
2008 05 11 -5.91  -57.18  9.73  1.49  1.26  5.51
2008 05 12 -9.28  -59.79  4.14  1.69  1.44  6.3
2008 05 13 -5.69  -59.4  7.3  1.43  1.22  5.3
2008 05 14 -6.26  -59.1  5.43  1.56  1.33  5.82
2008 05 15 -7.2  -58.55  2.63  1.5  1.27  5.55
2008 05 16 -8.31  -57.41  -3.24  1.5  1.27  5.53
2008 05 17 -7.02  -58.1  6.73  1.59  1.36  5.98
2008 05 18 -6.2  -56.48  5.65  1.56  1.33  5.77
2008 05 19 -6.32  -55.92  7.67  1.61  1.36  5.98
2008 05 20 -5.91  -55.95  9  1.59  1.34  5.88
2008 05 21 -7.82  -56.8  7.94  1.7  1.44  6.36
2008 05 22 -5.86  -57.71  16.09  1.67  1.43  6.32
2008 05 23 -5.61  -56.68  10.75  1.62  1.38  6.08
2008 05 24 -6.34  -58.41  11.22  1.59  1.35  5.92
2008 05 25 -4.92  -57.75  10.81  1.59  1.35  5.88
2008 05 26 -5.8  -57.45  12.31  1.67  1.42  6.25
2008 05 27 -5.17  -57.44  7.32  1.58  1.38  5.92
2008 05 28 -6.99  -58.72  6.56  1.63  1.4  6.14
2008 05 29 -6.78  -57.67  11.03  1.62  1.4  6.1
2008 05 30 -7.84  -58.3  4.09  1.52  1.31  5.68
2008 05 31 -6.89  -57.02  5.22  1.53  1.32  5.74
2008 06 01 -8.19  -57.16  2.93  1.51  1.3  5.64
2008 06 02 -6.51  -56.57  7.41  1.61  1.38  6.04
2008 06 03 -7.55  -55.64  -1.97  1.54  1.31  5.82
2008 06 04 -7.5  -57.91  10.54  1.52  1.31  5.71
2008 06 05 -7.7  -57.39  10.53  1.49  1.28  5.59
2008 06 06 -7.7  -56.51  6.52  1.66  1.43  6.3
2008 06 07 -8.87  -59.41  13.33  1.81  1.56  6.91
2008 06 08 -6.88  -58.1  1.86  1.65  1.42  6.19
2008 06 09 -6.79  -57.27  3.76  1.45  1.25  5.35
2008 06 10 -7.45  -58.85  9.55  1.47  1.27  5.48
2008 06 11 -6.61  -58.49  8.58  1.54  1.33  5.67
2008 06 12 -6.94  -57.49  6.69  1.41  1.22  5.14
2008 06 13 -7.27  -57.03  3.02  1.34  1.16  4.94
2008 06 14 -7.5  -56.49  0.12  1.36  1.19  5.03
2008 06 15 -7.35  -56.22  8.59  1.44  1.24  5.29
2008 06 16 -6.74  -56.34  1.03  1.45  1.25  5.37
2008 06 17 -7.81  -56.19  10.73  1.5  1.3  5.55
2008 06 18 -7.99  -57.31  10.82  1.4  1.21  5.23
2008 06 19 -7.62  -58.05  2.02  1.44  1.24  5.35
2008 06 20 -7.16  -58.13  5.88  1.34  1.17  4.97
2008 06 21 -8.03  -57.1  3.77  1.39  1.2  5.08
2008 06 22 -6.51  -59.29  5.37  1.48  1.28  5.58
2008 06 23 -6.58  -57.79  5.98  1.49  1.3  5.64
2008 06 24 -6.65  -57.39  3.7  1.42  1.22  5.29
2008 06 25 -7.05  -58.86  3.67  1.45  1.25  5.43
2008 06 26 -7.96  -57.62  5.42  1.4  1.22  5.35
2008 06 27 -8.24  -58.26  9.32  1.32  1.15  4.98
2008 06 28 -8.22  -58.93  -0.54  1.44  1.25  5.42
